YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
1984,ROYAPURAM,P. PUNNURANGAM,W,DMK,M,40727,118621,82256,81031
1984,ROYAPURAM,K. RAJAN,N,GKC,M,39432,118621,82256,81031
1984,ROYAPURAM,K. SAMPATHRAJ,N,IND,M,312,118621,82256,81031
1984,ROYAPURAM,C. ELUMALAI,N,IND,M,186,118621,82256,81031
1984,ROYAPURAM,A. RUSSEL SAM,N,IND,M,155,118621,82256,81031
1984,ROYAPURAM,A. V. P. ASAITHAMBI PANDIANALIAS A. SOUNDARA PANDIAN,N,ICJ,M,134,118621,82256,81031
1984,ROYAPURAM,ELIL ARASU,N,IND,M,85,118621,82256,81031
1984,HARBOUR,A. SELVARASAN,W,DMK,M,38953,118648,71718,70439
1984,HARBOUR,K. LIAKATH ALI KHAN,N,ADMK,M,30649,118648,71718,70439
1984,HARBOUR,V. GIRINATH,N,ICJ,M,462,118648,71718,70439
1984,HARBOUR,M. SIVASHANMUGHAM,N,IND,M,197,118648,71718,70439
1984,HARBOUR,P. V. RAJAMANNAR PRABHAT,N,IND,M,100,118648,71718,70439
1984,HARBOUR,M. A. ABDUL KHADER,N,IND,M,78,118648,71718,70439
1984,DR. RADHAKRISHNANNAGAR,VENUGOPAL S.,W,INC,M,54334,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"SARGUNAM, S. P.",N,DMK,F,50483,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"RAMAKANNAN, V. M. G.",N,IND,M,529,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"ABDUL KHADER, P. M.",N,IND,M,509,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"GANDHI, R.",N,IND,M,291,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"SUNDARAM, E. K.",N,IND,M,220,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"KESHAVAPERUMAL, K.",N,IND,M,215,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"ASOKAN, N.",N,IND,M,166,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"SHANMUGA ACHARI, P.",N,IND,M,163,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"RAJENDRAN, C. M.",N,IND,M,161,162902,109161,107147
1984,DR. RADHAKRISHNANNAGAR,"CHANDRAN, D. B.",N,IND,M,76,162902,109161,107147
1984,PARK TOWN,K. ANBAZHAGAN,W,DMK,M,37540,119597,76286,73770
1984,PARK TOWN,"JOTHI, M.",N,IND,M,34613,119597,76286,73770
1984,PARK TOWN,BACHUBHAI M. PATIL,N,IND,M,548,119597,76286,73770
1984,PARK TOWN,M. S. MANI,N,IND,M,314,119597,76286,73770
1984,PARK TOWN,JAGAJOTHI,N,IND,M,236,119597,76286,73770
1984,PARK TOWN,MOHAMED BILAL,N,IND,M,201,119597,76286,73770
1984,PARK TOWN,M. S. ELANGO ALIAS MANOHARAN,N,IND,M,169,119597,76286,73770
1984,PARK TOWN,K. MURALI,N,IND,M,149,119597,76286,73770
1984,PERAMBUR,SATHIAVANIMUTHU,W,ADMK,F,46121,165376,103766,100541
1984,PERAMBUR,SANKARALINGAM,N,IND,M,521,165376,103766,100541
1984,PERAMBUR,V. MALAICHAMY,N,IND,M,199,165376,103766,100541
1984,PERAMBUR,K. ANANDARAJ,N,IND,M,199,165376,103766,100541
1984,PERAMBUR,S. MUNUSAMY,N,IND,M,93,165376,103766,100541
1984,PERAMBUR,RANGAN,N,IND,M,83,165376,103766,100541
1984,PURASAWALKAM,MANOHARANNANJIL K.,W,DMK,M,61246,185024,123061,119763
1984,PURASAWALKAM,SUPPU. K.,N,ADMK,M,56736,185024,123061,119763
1984,PURASAWALKAM,DHANAPAL R. H.,N,IND,M,482,185024,123061,119763
1984,PURASAWALKAM,"MANIVANNAN, D.",N,IND,M,206,185024,123061,119763
1984,PURASAWALKAM,"SELYAMARY, S.",N,IND,F,200,185024,123061,119763
1984,PURASAWALKAM,"MUNIRATHINAM, E.",N,IND,M,196,185024,123061,119763
1984,PURASAWALKAM,SANESAN,N,IND,M,181,185024,123061,119763
1984,PURASAWALKAM,"RAMAKRISHNAIAH, Y.",N,IND,M,147,185024,123061,119763
1984,PURASAWALKAM,"NAGARAJAN, N.",N,IND,M,133,185024,123061,119763
1984,PURASAWALKAM,ARUL CHELVANR.,N,IND,M,128,185024,123061,119763
1984,PURASAWALKAM,"BALASUBRAMANIAN, A. K.",N,IND,M,108,185024,123061,119763
1984,EGMORE,"BALAN, S.",W,DMK,M,29795,115430,57878,57473
1984,EGMORE,SRI RAMULU K. R.,N,INC,M,27246,115430,57878,57473
1984,EGMORE,"ARUMUGAM, N.",N,IND,M,262,115430,57878,57473
1984,EGMORE,"PONNIAH, V.",N,IND,M,91,115430,57878,57473
1984,EGMORE,"VASANTHA, S.",N,IND,F,79,115430,57878,57473
1984,ANNA NAGAR,"RAMACHANDRAN, S. M.",W,DMK,M,63854,196896,123640,121427
1984,ANNA NAGAR,KOTHANDARAMANV.,N,ADMK,M,56128,196896,123640,121427
