YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
2011,GUMMIDIPUNDI,1 SEKAR  C  H,W,DMDK,M,97708,215443,179722,179616
2011,GUMMIDIPUNDI,2 SEKAR  K  N,N,PMK,M,68452,215443,179722,179616
2011,GUMMIDIPUNDI,3 SELVAKUMAR  R,N,IND,M,1892,215443,179722,179616
2011,GUMMIDIPUNDI,4 CHAKRAVARTHI SRIRAMAN B,N,BJP,M,1883,215443,179722,179616
2011,GUMMIDIPUNDI,5MUNIKRISHNAN  G,N,JMM,M,1836,215443,179722,179616
2011,GUMMIDIPUNDI,6 VELU  N,N,IND,M,1462,215443,179722,179616
2011,GUMMIDIPUNDI,7 ASOKAN  G,N,PB,M,1425,215443,179722,179616
2011,GUMMIDIPUNDI,8 RAJA  A,N,IND,M,1411,215443,179722,179616
2011,GUMMIDIPUNDI,9 SUDHAKAR M,N,RPI,M,1228,215443,179722,179616
2011,GUMMIDIPUNDI,10  SHANMUGAM  P,N,IND,M,997,215443,179722,179616
2011,GUMMIDIPUNDI,SRINIVASAN  D,N,BSP,M,835,215443,179722,179616
2011,GUMMIDIPUNDI,12  ELUMALAI  S,N,IND,M,487,215443,179722,179616
2011,PONNERI,1 PON. RAJA,W,ADMK,M,93624,202449,162888,162835
2011,PONNERI,"2MANIMEKALAI, A.",N,DMK,F,62354,202449,162888,162835
2011,PONNERI,"3 RAJA, S.",N,BSP,M,1347,202449,162888,162835
2011,PONNERI,"4 GANESAN, K.",N,BJP,M,1335,202449,162888,162835
2011,PONNERI,"5 JAYAKANTHAN,S.",N,IND,M,1167,202449,162888,162835
2011,PONNERI,"6 PRABAKARAN, N.",N,PB,M,754,202449,162888,162835
2011,PONNERI,"7 RAGUPATHI,K.",N,IND,M,637,202449,162888,162835
2011,PONNERI,"8 PALANI,E.",N,IND,M,636,202449,162888,162835
2011,PONNERI,"9 DEVENDIRAN,M.",N,IND,M,420,202449,162888,162835
2011,PONNERI,"10  RAGHUPATHI,S.",N,IND,M,319,202449,162888,162835
2011,PONNERI,"KANNIMUTHU,J.S.",N,IND,M,242,202449,162888,162835
2011,TIRUTTANI,1 ARUNSUBRAMANIAN.M,W,DMDK,M,95918,236733,191251,191237
2011,TIRUTTANI,2 RAMAN.E.S.S.,N,INC,M,71988,236733,191251,191237
2011,TIRUTTANI,3 SUBRAMANI.A.K,N,JMM,M,9760,236733,191251,191237
2011,TIRUTTANI,4 RAMBAI.S,N,IND,F,3232,236733,191251,191237
2011,TIRUTTANI,5 DASS.D,N,BSP,M,1859,236733,191251,191237
2011,TIRUTTANI,6 RAMESHKUMAR.M,N,IND,M,1524,236733,191251,191237
2011,TIRUTTANI,7 BABU.J.,N,BJP,M,1450,236733,191251,191237
2011,TIRUTTANI,8 RAMESH.J,N,PB,M,1296,236733,191251,191237
2011,TIRUTTANI,9 SURESHBABU.N.D.,N,IND,M,1242,236733,191251,191237
2011,TIRUTTANI,10  THANIGAIMALAI.M.D.,N,IJK,M,1135,236733,191251,191237
2011,TIRUTTANI,CHINNAPPAN.M.,N,IND,M,710,236733,191251,191237
2011,TIRUTTANI,12  SHETTU,N,IND,M,591,236733,191251,191237
2011,TIRUTTANI,13  SHANMUGAM.M.,N,IND,M,532,236733,191251,191237
2011,TIRUVALLUR,RAMANA B.V,W,ADMK,M,91337,207935,170669,170115
2011,TIRUVALLUR,SHIAJI E.A.P,N,DMK,M,67689,207935,170669,170115
2011,TIRUVALLUR,JAMES E,N,PB,M,2220,207935,170669,170115
2011,TIRUVALLUR,JANAKIRAMAN R.M.R,N,BJP,M,1869,207935,170669,170115
2011,TIRUVALLUR,DEIVASIGAMANI T.A,N,RJD,M,1080,207935,170669,170115
2011,TIRUVALLUR,SHANTHAKUMAR V,N,BSP,M,1039,207935,170669,170115
2011,TIRUVALLUR,BADRACHALAM U,N,IND,M,651,207935,170669,170115
2011,TIRUVALLUR,DINAKARAN C,N,IND,M,496,207935,170669,170115
2011,TIRUVALLUR,RAGAVAN G,N,IND,M,478,207935,170669,170115
2011,TIRUVALLUR,SARAVANAN P,N,IND,M,423,207935,170669,170115
2011,TIRUVALLUR,JEGAN N,N,IND,M,415,207935,170669,170115
2011,TIRUVALLUR,SRINIVASHAN C.J,N,IND,M,381,207935,170669,170115
2011,TIRUVALLUR,JAYAKUMAR D,N,IND,M,297,207935,170669,170115
2011,TIRUVALLUR,JAYAVEL G,N,IND,M,261,207935,170669,170115
2011,TIRUVALLUR,DEVASHEERVATHAM S,N,RPI,M,238,207935,170669,170115
2011,TIRUVALLUR,SUBRAMANIAN C,N,IND,M,231,207935,170669,170115
2011,TIRUVALLUR,RAMAN V.M,N,IND,M,227,207935,170669,170115
2011,TIRUVALLUR,RAMESH P,N,IND,M,216,207935,170669,170115
2011,TIRUVALLUR,ELANGOVAN D,N,IND,M,202,207935,170669,170115
2011,TIRUVALLUR,SAKTHIDASAN R,N,IND,M,133,207935,170669,170115
