YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
2006,ROYAPURAM,". JAYAKUMAR,D.",W,ADMK,M,50647,137772,95090,95090
2006,ROYAPURAM,". SARKUNAPANDIAN, S P.",N,DMK,F,37144,137772,95090,95090
2006,ROYAPURAM,. ROYAPURAM V BABU,N,DMDK,M,5033,137772,95090,95090
2006,ROYAPURAM,". KUMAR, V.C.",N,BJP,M,735,137772,95090,95090
2006,ROYAPURAM,". SREENIVASULU, J.",N,BSP,M,425,137772,95090,95090
2006,ROYAPURAM,". ALEXANDER, G.",N,LJP,M,332,137772,95090,95090
2006,ROYAPURAM,". SORNARAJ, N.",N,IND,M,266,137772,95090,95090
2006,ROYAPURAM,". ARIVUNITHI, K.",N,IND,M,187,137772,95090,95090
2006,ROYAPURAM,. SARAVANAN P.V.,N,IND,M,116,137772,95090,95090
2006,ROYAPURAM,". SELVARAJ, M.",N,IND,M,91,137772,95090,95090
2006,ROYAPURAM,". ANBARASU, V.",N,IND,M,70,137772,95090,95090
2006,ROYAPURAM,". SUDHAKAR, R.",N,IND,M,44,137772,95090,95090
2006,HARBOUR,". ANBAZHAGAN, K.",W,DMK,M,26545,105115,60007,60005
2006,HARBOUR,". SEEMA BASHEER, H.",N,MDMK,M,26135,105115,60007,60005
2006,HARBOUR,. CHANDRA PRAKASAM C,N,DMDK,M,4781,105115,60007,60005
2006,HARBOUR,". VAITHIALINGAM, V.",N,BJP,M,1896,105115,60007,60005
2006,HARBOUR,". VINOBA GANDHI, C.H.",N,IND,M,248,105115,60007,60005
2006,HARBOUR,". MUNUSAMY, P.",N,IND,M,112,105115,60007,60005
2006,HARBOUR,. MOHAMMED ASKAR,N,IND,M,103,105115,60007,60005
2006,HARBOUR,". SAKTHIVEL, K.",N,IND,M,80,105115,60007,60005
2006,HARBOUR,". INDRAKUMAR, S.",N,IND,M,65,105115,60007,60005
2006,HARBOUR,. MOHAMED JAGUBAR,N,IND,M,40,105115,60007,60005
2006,DR. RADHAKRISHNAN NAGAR,". SEKAR BABU, P.K.",W,ADMK,M,84462,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". MANOHAR, R.",N,INC,M,66399,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". MOHAMED JAN, P.",N,DMDK,M,11716,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". PREM ANANTH, K.P.",N,BJP,M,1858,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". RAJENDRAN, K.",N,IND,M,1030,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". SASIKUMAR, S.",N,IND,M,574,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". GANGADURAI, G.",N,JJ,M,480,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". MANOHARAN, S.",N,IND,M,354,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". MARIMUTHU, E.",N,IND,M,269,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". MARIMUTHU, P.",N,IND,M,168,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". KAJA MOHIDEEN, S.",N,IND,M,167,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". DURAIVELU, T.",N,IND,M,166,239326,167730,167730
2006,DR. RADHAKRISHNAN NAGAR,". SANTHOSH KUMAR, S.",N,IND,M,87,239326,167730,167730
2006,PARK TOWN,". SRINIVASAN, K.",W,ADMK,M,34314,117016,72915,72915
2006,PARK TOWN,. RAHMANKHAN A.,N,DMK,M,27957,117016,72915,72915
2006,PARK TOWN,". BALASUBRAMANIAN, K.",N,DMDK,M,5300,117016,72915,72915
2006,PARK TOWN,". KANTILAL, C.",N,BJP,M,3621,117016,72915,72915
2006,PARK TOWN,". HARIKRISHNAN, S.",N,BSP,M,446,117016,72915,72915
2006,PARK TOWN,". SRINIVASAMOORTHY, C.R.",N,TNJC,M,278,117016,72915,72915
2006,PARK TOWN,". VENKATESAN, P.",N,IND,M,237,117016,72915,72915
2006,PARK TOWN,". VIJAYARAGAVAN, M.",N,IND,M,141,117016,72915,72915
2006,PARK TOWN,". PANNEERSELVAM, C.",N,IND,M,129,117016,72915,72915
2006,PARK TOWN,". NAGARAJAN, R.R.",N,IND,M,117,117016,72915,72915
2006,PARK TOWN,". YUVAKUMAR, P.N.",N,IND,M,85,117016,72915,72915
2006,PARK TOWN,". KARUNAKARAN, D.",N,IND,M,84,117016,72915,72915
2006,PARK TOWN,". SRINIVASAN, K.P.",N,IND,M,82,117016,72915,72915
2006,PARK TOWN,. DURAI N.P.,N,IND,M,78,117016,72915,72915
2006,PARK TOWN,". SENTHILKUMARAN, S.",N,IND,M,46,117016,72915,72915
2006,PERAMBUR,". MAHENDRAN, K.",W,CPI(M),M,81765,268704,182627,182379
2006,PERAMBUR,". MANIMARAN, P.",N,MDMK,M,78977,268704,182627,182379
2006,PERAMBUR,". LINGAM, J.",N,DMDK,M,15881,268704,182627,182379
2006,PERAMBUR,". PERUMAL, V.",N,BSP,M,1449,268704,182627,182379
2006,PERAMBUR,". VISWANATHAN KAKKAN, P.",N,JP,M,952,268704,182627,182379
2006,PERAMBUR,". JEENAPRIYA, I.",N,SP,F,677,268704,182627,182379
2006,PERAMBUR,". RAVICHANDRAN, D.",N,IND,M,662,268704,182627,182379
2006,PERAMBUR,". PURUSHOTHAMAN, S.",N,IND,M,584,268704,182627,182379
2006,PERAMBUR,". MURTHY, G.",N,IND,M,474,268704,182627,182379
2006,PERAMBUR,. DEIVA. SWARUP CHANDRAN,N,IND,M,412,268704,182627,182379
2006,PERAMBUR,". BASKAR, E.",N,IND,M,225,268704,182627,182379
2006,PERAMBUR,". KOTEESWARAN, MUNU.",N,IND,M,165,268704,182627,182379
2006,PERAMBUR,. SAMYDOSS,N,IND,M,156,268704,182627,182379
2006,PURASAWALKAM,". BABU, V.S.",W,DMK,M,90168,294352,191680,191680
2006,PURASAWALKAM,. VENKATESHBABU,N,ADMK,M,82783,294352,191680,191680
2006,PURASAWALKAM,. JACQUELENE GOMEZ,N,DMDK,F,12691,294352,191680,191680
2006,PURASAWALKAM,". ELUMALAI, V.",N,BJP,M,2019,294352,191680,191680
2006,PURASAWALKAM,". KAMALAAKANNAN, J.",N,SP,M,769,294352,191680,191680
2006,PURASAWALKAM,". RAJA, K.",N,IND,M,603,294352,191680,191680
2006,PURASAWALKAM,". PRATHABAN, S.",N,IND,M,552,294352,191680,191680
2006,PURASAWALKAM,". VENKATESAN, G.",N,IND,M,408,294352,191680,191680
2006,PURASAWALKAM,". BALACHANDAR, V.G.",N,IND,M,348,294352,191680,191680
2006,PURASAWALKAM,". SATHIYASEELAN, N.",N,IND,M,184,294352,191680,191680
2006,PURASAWALKAM,". BABU, M.R.S.",N,IND,M,161,294352,191680,191680
2006,PURASAWALKAM,". VASANTHA KUMARI, A.",N,LJP,F,147,294352,191680,191680
