YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
1977,ROYAPURAM,P. PONNURANGAM,W,DMK,M,24217,141692,72868,72194
1977,ROYAPURAM,M. RAJI,N,ADMK,M,22626,141692,72868,72194
1977,ROYAPURAM,V. RAMANI BAI,N,JNP,F,17456,141692,72868,72194
1977,ROYAPURAM,P. THANGARAJAN,N,INC,M,6742,141692,72868,72194
1977,ROYAPURAM,K. SALAPPAN,N,IND,M,582,141692,72868,72194
1977,ROYAPURAM,G. RAJARATHAM NAYAGAR,N,IND,M,248,141692,72868,72194
1977,ROYAPURAM,R. RAMANTHAN,N,IND,M,172,141692,72868,72194
1977,ROYAPURAM,S. CHITTIBABU,N,IND,M,151,141692,72868,72194
1977,HARBOUR,A. SELVARAJAN,W,DMK,M,23845,150577,65557,64959
1977,HARBOUR,M.M. PEER MOHAMMED,N,IND,M,17862,150577,65557,64959
1977,HARBOUR,K.P. SHAIK TAHMBI,N,JNP,M,13002,150577,65557,64959
1977,HARBOUR,K. ARUMUGAM,N,INC,M,9500,150577,65557,64959
1977,HARBOUR,THANJAI SELVAM,N,IND,M,285,150577,65557,64959
1977,HARBOUR,T.R.V. THULASI DOSS,N,IND,M,183,150577,65557,64959
1977,HARBOUR,V.S. KANNAN,N,IND,M,138,150577,65557,64959
1977,HARBOUR,O.A. VARADA DESIGAN,N,IND,M,89,150577,65557,64959
1977,HARBOUR,B. MANAK CHAND NAHAR,N,IND,M,55,150577,65557,64959
1977,DR. RADHAKRISHNAN NAGAR,ISARI VELAN,W,ADMK,M,28416,178751,80748,79881
1977,DR. RADHAKRISHNAN NAGAR,R.D. SEETHAPATHY,N,DMK,M,26928,178751,80748,79881
1977,DR. RADHAKRISHNAN NAGAR,K. ARUMUGASWAMY,N,JNP,M,14449,178751,80748,79881
1977,DR. RADHAKRISHNAN NAGAR,T.N. ANANDANAYAKI,N,INC,F,9876,178751,80748,79881
1977,DR. RADHAKRISHNAN NAGAR,M.P. RAJENDRAN,N,IND,M,123,178751,80748,79881
1977,DR. RADHAKRISHNAN NAGAR,MUNUSAMI NAICKER,N,IND,M,89,178751,80748,79881
1977,PARK TOWN,T.S. NALLATHAMBI,W,DMK,M,22433,145578,69199,68426
1977,PARK TOWN,N.G. BHUVANESHWARI,N,JNP,F,19207,145578,69199,68426
1977,PARK TOWN,B. RAMABADHRAN,N,ADMK,M,18598,145578,69199,68426
1977,PARK TOWN,A. KUPPUSWAMY,N,INC,M,7429,145578,69199,68426
1977,PARK TOWN,C. GOVINDARAGULU ALIAS JAGAGOTHI,N,IND,M,393,145578,69199,68426
1977,PARK TOWN,LIKMICHNAD SAKLECHA,N,IND,M,213,145578,69199,68426
1977,PARK TOWN,M. ARPUTHRAJ,N,IND,M,153,145578,69199,68426
1977,PERAMBUR,S. BALAN,W,DMK,M,34134,184688,80705,79860
1977,PERAMBUR,T. RAJA,N,ADMK,M,20666,184688,80705,79860
1977,PERAMBUR,T.P. ELUMALAI,N,JNP,M,16675,184688,80705,79860
1977,PERAMBUR,V.M. PERUMAL,N,INC,M,8385,184688,80705,79860
1977,PURASAWALKAM,K. ANBAZHAGAN,W,DMK,M,41073,203098,91943,91085
1977,PURASAWALKAM,T. S. GOVINDASWAMY,N,JNP,M,22004,203098,91943,91085
1977,PURASAWALKAM,P.A. VENKATESHWARALU,N,ADMK,M,19745,203098,91943,91085
1977,PURASAWALKAM,R. DAKSHINAMOORTHY,N,CPI,M,7206,203098,91943,91085
1977,PURASAWALKAM,H. STANLEY,N,IND,M,265,203098,91943,91085
1977,PURASAWALKAM,RAJESEKHARAN,N,IND,M,248,203098,91943,91085
1977,PURASAWALKAM,JAYARAM AYA BABU,N,IND,M,205,203098,91943,91085
1977,PURASAWALKAM,R. SHAN MUGAM,N,IND,M,191,203098,91943,91085
1977,PURASAWALKAM,K.N. SAMPATH NAIDU,N,IND,M,86,203098,91943,91085
1977,PURASAWALKAM,K.C.G. VERGHESE,N,IND,M,62,203098,91943,91085
1977,EGMORE,S.MANIMUDI,W,DMK,M,26746,141812,69887,69294
1977,EGMORE,K. DEIVASIGAMANI,N,ADMK,M,19414,141812,69887,69294
1977,EGMORE,SELVI D. SULOCHANA,N,JNP,F,16739,141812,69887,69294
1977,EGMORE,D. YASODHA,N,INC,F,6395,141812,69887,69294
1977,ANNA NAGAR,M. KARUNANIDHI,W,DMK,M,43076,178266,86717,85974
1977,ANNA NAGAR,G. KRISHNAMURTHY,N,ADMK,M,26638,178266,86717,85974
1977,ANNA NAGAR,T. ANDIAPPAN,N,JNP,M,10419,178266,86717,85974
1977,ANNA NAGAR,R. JAYACHANDRAN,N,INC,M,5258,178266,86717,85974
1977,ANNA NAGAR,K. GEORGE MATHEW,N,IND,M,262,178266,86717,85974
1977,ANNA NAGAR,V.N. BAJPAI,N,HMS,M,162,178266,86717,85974
1977,ANNA NAGAR,ABDUL AZEEZ,N,IND,M,86,178266,86717,85974
1977,ANNA NAGAR,K. JAYARAMAN,N,IND,M,73,178266,86717,85974
1977,THEAGARAYA NAGAR,R.E. CHANDRAN JAYAPAL,W,DMK,M,23346,180871,76185,75522
1977,THEAGARAYA NAGAR,K. KRISHNAMOORTHY,N,ADMK,M,22316,180871,76185,75522
1977,THEAGARAYA NAGAR,K. KRISHNAMOORTHY (JANA),N,JNP,M,18020,180871,76185,75522
1977,THEAGARAYA NAGAR,A.J. DOSS,N,INC,M,7833,180871,76185,75522
1977,THEAGARAYA NAGAR,K. SOWRIRAJAN,N,IND,M,2387,180871,76185,75522
1977,THEAGARAYA NAGAR,K. KALYANASUNDARAM,N,IND,M,560,180871,76185,75522
1977,THEAGARAYA NAGAR,D. JAYAKANTHAN,N,IND,M,481,180871,76185,75522
1977,THEAGARAYA NAGAR,K. RAGHAVAN,N,IND,M,242,180871,76185,75522
1977,THEAGARAYA NAGAR,K.M. SUBRAMANIAN,N,IND,M,170,180871,76185,75522
1977,THEAGARAYA NAGAR,M.M. KRISHNAN,N,IND,M,104,180871,76185,75522
1977,THEAGARAYA NAGAR,C. VELAYUDHAM,N,IND,M,63,180871,76185,75522
1977,THOUSAND LIGHTS,S.J. SADIQ PASHA,W,DMK,M,26599,167463,72284,71635
1977,THOUSAND LIGHTS,SYED KHALEEFA THULLAH,N,IND,M,21741,167463,72284,71635
1977,THOUSAND LIGHTS,ANBUMANI,N,JNP,M,15230,167463,72284,71635
1977,THOUSAND LIGHTS,P.A. DAIVASIGAMANI,N,INC,M,7902,167463,72284,71635
1977,THOUSAND LIGHTS, P.RAMAKRISHNAN,N,IND,M,163,167463,72284,71635
1977,CHEPAUK,A. RAHAMAN KHAN,W,DMK,M,24425,123253,64140,63602
1977,CHEPAUK,V. RAJKUMAR,N,ADMK,M,17796,123253,64140,63602
1977,CHEPAUK,S.V. KNANDASWAMY,N,JNP,M,13849,123253,64140,63602
1977,CHEPAUK,N.M. MANIVARMA,N,INC,M,7532,123253,64140,63602
1977,TRIPLICANE,M. ARANGANATHAN,W,DMK,M,23154,132743,66440,65856
1977,TRIPLICANE,NOORJAHAN RAZACK,N,ADMK,F,21027,132743,66440,65856
1977,TRIPLICANE,K.S. NARAYANAN,N,JNP,M,12401,132743,66440,65856
1977,TRIPLICANE,S. VEERARAGAGHAVAN,N,INC,M,9027,132743,66440,65856
1977,TRIPLICANE,D. RAGHAVAN,N,IND,M,247,132743,66440,65856
1977,MYLAPORE,T.K. KAPALI,W,DMK,M,26044,152323,77911,77167
1977,MYLAPORE,LAKSHMI KRISHNAMURTHI,N,JNP,F,21138,152323,77911,77167
1977,MYLAPORE,MYLAI NARASIMHAN,N,ADMK,M,19139,152323,77911,77167
1977,MYLAPORE,CHINNA ANNAMALAI,N,INC,M,10449,152323,77911,77167
1977,MYLAPORE,THIRUNAGAR RATHNAM,N,HMS,M,261,152323,77911,77167
1977,MYLAPORE,P.M. RAJAVELAN,N,IND,M,136,152323,77911,77167
1977,SAIDAPET,D. PURUSHOTHAMAN,W,DMK,M,27160,148319,74578,74014
1977,SAIDAPET,N. KANNAN,N,ADMK,M,21882,148319,74578,74014
1977,SAIDAPET,M. NETHAJI,N,JNP,M,16339,148319,74578,74014
1977,SAIDAPET,K. JAGAVEERAPANDIAN,N,INC,M,8176,148319,74578,74014
1977,SAIDAPET,P.M. KANNIAH,N,IND,M,357,148319,74578,74014
1977,SAIDAPET,N. VEERAN,N,IND,M,100,148319,74578,74014
1977,GUMMIDIPUNDI,S. MUNIRATHINAM,W,ADMK,M,32309,121875,77810,76456
1977,GUMMIDIPUNDI,G. KAMALAMBUJAMMAL,N,JNP,F,21042,121875,77810,76456
1977,GUMMIDIPUNDI,K. VENU,N,DMK,M,12135,121875,77810,76456
1977,GUMMIDIPUNDI,K. VENKATASUBBARAJU,N,INC,M,7782,121875,77810,76456
1977,GUMMIDIPUNDI,E. VINAYAGAM,N,IND,M,1436,121875,77810,76456
1977,GUMMIDIPUNDI,S. ELUMALAI,N,IND,M,1148,121875,77810,76456
1977,GUMMIDIPUNDI,T. MOHAMAD ALIKHAN,N,IND,M,604,121875,77810,76456
1977,PONNERI,S.M. DORAIRAJ,W,ADMK,M,31796,134125,75794,74561
1977,PONNERI,G. VETRIVEERAN,N,DMK,M,20524,134125,75794,74561
1977,PONNERI,V. NARGUNAM,N,JNP,M,14170,134125,75794,74561
1977,PONNERI,K.N. ARUMUGAM,N,INC,M,6422,134125,75794,74561
1977,PONNERI,G. CHINNARAJ,N,IND,M,1085,134125,75794,74561
1977,PONNERI,A.P. ELUMALAI,N,IND,M,564,134125,75794,74561
1977,THIRUVOTTIYUR,P. SIGAMONY,W,ADMK,M,26458,148299,85676,84567
1977,THIRUVOTTIYUR,M.V. NARAYANASWAMY,N,DMK,M,23995,148299,85676,84567
1977,THIRUVOTTIYUR,C.K. MADHAVAN,N,IND,M,16888,148299,85676,84567
1977,THIRUVOTTIYUR,B. MUTUSWAMY NAIDU,N,JNP,M,16800,148299,85676,84567
1977,THIRUVOTTIYUR,P. CHINNASWAMY,N,IND,M,224,148299,85676,84567
1977,THIRUVOTTIYUR,P. JOHN,N,IND,M,202,148299,85676,84567
1977,VILLIVAKKAM,K. SUPPU,W,DMK,M,37327,165872,92190,90891
1977,VILLIVAKKAM,R. SARWESHWAR RAO,N,ADMK,M,29429,165872,92190,90891
1977,VILLIVAKKAM,M.G. PANDURANGAN,N,JNP,M,16518,165872,92190,90891
1977,VILLIVAKKAM,V.R. BHAGAVAN,N,INC,M,6477,165872,92190,90891
1977,VILLIVAKKAM,M. SENTHILVELAYUTHAM,N,IND,M,445,165872,92190,90891
1977,VILLIVAKKAM,M. JANARDHANAN,N,IND,M,294,165872,92190,90891
1977,VILLIVAKKAM,N. BALASUBRAMANIAM,N,IND,M,155,165872,92190,90891
1977,VILLIVAKKAM,O.R. ARANGAN,N,IND,M,136,165872,92190,90891
1977,VILLIVAKKAM,V. MUTHUVEL,N,IND,M,110,165872,92190,90891
1977,ALANDUR,ABDUL RAZACK,W,ADMK,M,30961,154152,83605,82665
1977,ALANDUR,ABIRAHAM M.,N,DMK,M,27112,154152,83605,82665
1977,ALANDUR,K. NARAYANRAO,N,JNP,M,17042,154152,83605,82665
1977,ALANDUR,A. RANGANATHAN,N,INC,M,6608,154152,83605,82665
1977,ALANDUR,A. BALASUBRAMANIAM,N,IND,M,223,154152,83605,82665
1977,ALANDUR,V.C. ELUMALAI,N,IND,M,209,154152,83605,82665
1977,ALANDUR,MERVIN,N,IND,M,185,154152,83605,82665
1977,ALANDUR,P.V. VAIDYALINGAM,N,IND,M,180,154152,83605,82665
1977,ALANDUR,R. VEERAPANDIAN,N,IND,M,145,154152,83605,82665
1977,TAMBARAM,MUNU ADHI,W,ADMK,M,32394,157010,93097,91986
1977,TAMBARAM,PAMMAL N. NALLATHAMBI,N,DMK,M,31968,157010,93097,91986
1977,TAMBARAM,S. KANNAN,N,JNP,M,17845,157010,93097,91986
1977,TAMBARAM,N. MURUGESAN,N,INC,M,9101,157010,93097,91986
1977,TAMBARAM,R. CHANDRASEKARAN,N,IND,M,678,157010,93097,91986
1977,TIRUPPORUR,G. CHOKKALINGAM,W,DMK,M,24932,97060,56642,55682
1977,TIRUPPORUR,T. RADHA,N,ADMK,M,22831,97060,56642,55682
1977,TIRUPPORUR,R. DAKSHINAMOORTHY,N,JNP,M,5910,97060,56642,55682
1977,TIRUPPORUR,G. NAGHAMANI,N,RPI,M,712,97060,56642,55682
1977,TIRUPPORUR,N. JAYACHANDRAN,N,IND,M,672,97060,56642,55682
1977,TIRUPPORUR,B. SAHADEVAN,N,IND,M,466,97060,56642,55682
1977,TIRUPPORUR,S.G. KANNIAPPAN,N,IND,M,159,97060,56642,55682
1977,CHENGALPATTU,JAGADEESAN ANOOR,W,ADMK,M,29306,110575,68431,67377
1977,CHENGALPATTU,V. RUDRAKOTTI,N,DMK,M,25436,110575,68431,67377
1977,CHENGALPATTU,B.S. RAGHUPATHY,N,JNP,M,6942,110575,68431,67377
1977,CHENGALPATTU,P. DHANPAL NAYAGAR,N,INC,M,4275,110575,68431,67377
1977,CHENGALPATTU,N.E. MAHBOOB BASHA,N,IND,M,611,110575,68431,67377
1977,CHENGALPATTU,M. VEDACHALAM,N,IND,M,504,110575,68431,67377
1977,CHENGALPATTU,S.A. KALI NAYAGAR,N,IND,M,303,110575,68431,67377
1977,MADURANTHAKAM,C. ARUMUGAM,W,DMK,M,26977,104339,75967,74779
1977,MADURANTHAKAM,S.D. UGAM CHAND,N,INC,M,19645,104339,75967,74779
1977,MADURANTHAKAM,V. VENKA,N,ADMK,M,18434,104339,75967,74779
1977,MADURANTHAKAM,O.N. DURAIBABOO,N,JNP,M,8019,104339,75967,74779
1977,MADURANTHAKAM,D. KANAKASABAPATHY,N,IND,M,968,104339,75967,74779
1977,MADURANTHAKAM,V.T.R. VEERAPPAN,N,IND,M,736,104339,75967,74779
1977,ACHARAPAKKAM,ETHRAJ,W,ADMK,M,26756,98677,63099,61952
1977,ACHARAPAKKAM,N. MUTHUVEL,N,DMK,M,23959,98677,63099,61952
1977,ACHARAPAKKAM,R. KUPPUSWAMY,N,INC,M,6366,98677,63099,61952
1977,ACHARAPAKKAM,T. AYYAVOO,N,JNP,M,4871,98677,63099,61952
1977,UTHIRAMERUR,S. PAKKUR SUBRAMANYAN,W,ADMK,M,34877,116733,78553,77457
1977,UTHIRAMERUR,K.M. ERAJAGOPAL,N,DMK,M,22294,116733,78553,77457
1977,UTHIRAMERUR,C. RAMASWAMY,N,INC,M,9647,116733,78553,77457
1977,UTHIRAMERUR,M.P. RADHAKRISHNAN,N,JNP,M,8641,116733,78553,77457
1977,UTHIRAMERUR,K.N. KUPPUSWAMY GOUNDER,N,IND,M,1998,116733,78553,77457
1977,KANCHEEPURAM,K. BALAJI,W,ADMK,M,31327,123336,89309,88312
1977,KANCHEEPURAM,V. SAMBANDAN,N,DMK,M,29380,123336,89309,88312
1977,KANCHEEPURAM,E. NARENDRAN,N,JNP,M,16623,123336,89309,88312
1977,KANCHEEPURAM,C.R. UMAPATHY,N,INC,M,8346,123336,89309,88312
1977,KANCHEEPURAM,N. KRISHNAN,N,IND,M,2153,123336,89309,88312
1977,KANCHEEPURAM,M. SHANMUGAM,N,IND,M,250,123336,89309,88312
1977,KANCHEEPURAM,V.T.R. VEERAPPAN,N,IND,M,233,123336,89309,88312
1977,SRIPERUMBUDUR,N. KRISHNAN,W,ADMK,M,29038,108219,68838,67538
1977,SRIPERUMBUDUR,T.S. LAKSHMANAN,N,DMK,M,20901,108219,68838,67538
1977,SRIPERUMBUDUR,P. APPAVOOR,N,INC,M,8705,108219,68838,67538
1977,SRIPERUMBUDUR,V. EMPERUMAN,N,JNP,M,7953,108219,68838,67538
1977,SRIPERUMBUDUR,G.B. GOVINDAN,N,IND,M,941,108219,68838,67538
1977,POONAMALLEE,D. IRAJARATHANAM,W,DMK,M,26552,143250,74148,72774
1977,POONAMALLEE,ERA KULASEKARAN,N,ADMK,M,21659,143250,74148,72774
1977,POONAMALLEE,J. MADAN RAJ,N,JNP,M,16660,143250,74148,72774
1977,POONAMALLEE,A. PALAPANDVAN,N,INC,M,7357,143250,74148,72774
1977,POONAMALLEE,C. RAMAMURTHY,N,IND,M,351,143250,74148,72774
1977,POONAMALLEE,C. VENKATRAMAN,N,IND,M,195,143250,74148,72774
1977,TIRUVALLUR,S. PATTABIRAMAN,W,ADMK,M,30670,109003,68704,67589
1977,TIRUVALLUR,MUNIRATHINAM NAIDU,N,JNP,M,22368,109003,68704,67589
1977,TIRUVALLUR,T.K. PONNUVELU,N,DMK,M,7943,109003,68704,67589
