YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
2016,GUMMIDIPUNDI,VIJAYAKUMAR  K S,W,ADMK,M,89332,260912,214354,214348
2016,GUMMIDIPUNDI,SEKAR C H,N,DMK,M,65937,260912,214354,214348
2016,GUMMIDIPUNDI,SELVARAJ M,N,PMK,M,43055,260912,214354,214348
2016,GUMMIDIPUNDI,GEETHA K,N,DMDK,F,6585,260912,214354,214348
2016,GUMMIDIPUNDI,BHASKARANM,N,BJP,M,2092,260912,214354,214348
2016,GUMMIDIPUNDI,MURALI KRISHNA M (A) SAMARAN,N,BSP,M,1282,260912,214354,214348
2016,GUMMIDIPUNDI,SURESHKUMAR S,N,NTK,M,1250,260912,214354,214348
2016,GUMMIDIPUNDI,MURUGANM,N,IND,M,875,260912,214354,214348
2016,GUMMIDIPUNDI,KANDAVEL  R,N,YSP,M,645,260912,214354,214348
2016,GUMMIDIPUNDI,KARUNAKARANA,N,IND,M,554,260912,214354,214348
2016,GUMMIDIPUNDI,ARULVEL SELVANC,N,IND,M,550,260912,214354,214348
2016,GUMMIDIPUNDI,PANDIYANA,N,IND,M,231,260912,214354,214348
2016,GUMMIDIPUNDI,GANAPATHY R,N,IND,M,164,260912,214354,214348
2016,GUMMIDIPUNDI,SARAVANANT,N,IND,M,163,260912,214354,214348
2016,GUMMIDIPUNDI,KANTHARAJ V C,N,GOKMK,M,149,260912,214354,214348
2016,PONNERI,BALARAMANP,W,ADMK,M,95979,250403,197788,197648
2016,PONNERI,PARIMALAM K DOCTOR,N,DMK,F,76643,250403,197788,197648
2016,PONNERI,PANDIANA,N,PMK,M,9586,250403,197788,197648
2016,PONNERI,SENTHIL KUMAR V,N,VCK,M,5566,250403,197788,197648
2016,PONNERI,GANESANK,N,BJP,M,2067,250403,197788,197648
2016,PONNERI,VINOTH BABU S,N,NTK,M,1620,250403,197788,197648
2016,PONNERI,RAJA S,N,BSP,M,1152,250403,197788,197648
2016,PONNERI,KOTTEESWARANK,N,YSP,M,696,250403,197788,197648
2016,PONNERI,RUKUMANGADANL,N,IND,M,640,250403,197788,197648
2016,PONNERI,DILLI BABU V,N,IND,M,536,250403,197788,197648
2016,PONNERI,SUDHAKARANH,N,IND,M,383,250403,197788,197648
2016,PONNERI,ELAYARAJA R,N,IND,M,213,250403,197788,197648
2016,PONNERI,SRINIVASANE,N,IND,M,181,250403,197788,197648
2016,PONNERI,SATHISH RAJA M,N,IND,M,102,250403,197788,197648
2016,TIRUTTANI,NARASIMHAN P M,W,ADMK,M,93045,274818,222431,222409
2016,TIRUTTANI,CHIDAMBARAM A G,N,INC,M,69904,274818,222431,222409
2016,TIRUTTANI,VAITHILINGAM A,N,PMK,M,29596,274818,222431,222409
2016,TIRUTTANI,KRISHNAMURTHY D,N,DMDK,M,15648,274818,222431,222409
2016,TIRUTTANI,CHAKRAVARTHY. M,N,BJP,M,5525,274818,222431,222409
2016,TIRUTTANI,JAIBASKARANS,N,BSP,M,1445,274818,222431,222409
2016,TIRUTTANI,PRABU S,N,NTK,M,1077,274818,222431,222409
2016,TIRUTTANI,RAJESHKUMAR V,N,IND,M,875,274818,222431,222409
2016,TIRUTTANI,KRISHNAMOORTHY R,N,IND,M,748,274818,222431,222409
2016,TIRUTTANI,RAJAGOPAL N,N,IND,M,723,274818,222431,222409
2016,TIRUTTANI,BABU K,N,IND,M,643,274818,222431,222409
2016,TIRUTTANI,PRATHEEP M,N,IND,M,359,274818,222431,222409
2016,TIRUTTANI,VAITHIYALINGAM K,N,IND,M,346,274818,222431,222409
2016,TIRUTTANI,NARASIMANP,N,IND,M,247,274818,222431,222409
2016,TIRUTTANI,THUKKARAM N,N,IND,M,152,274818,222431,222409
2016,TIRUVALLUR,RAAJENDRANV G,W,DMK,M,80473,257558,206488,206244
