YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
1989,ROYAPURAM,R. MATHIVANAN,W,DMK,M,37742,118588,83095,82142
1989,ROYAPURAM,K. ARUMUGASWAMY,N,IND,M,25976,118588,83095,82142
1989,ROYAPURAM,V. RAMANI BAI,N,INC,F,8681,118588,83095,82142
1989,ROYAPURAM,R. SOMASUNDARAM,N,ADMK,M,6532,118588,83095,82142
1989,ROYAPURAM,A. VEERASAMY,N,IND,M,1325,118588,83095,82142
1989,ROYAPURAM,M.S. MADASAMY,N,IND,M,432,118588,83095,82142
1989,ROYAPURAM,E. RAJENDRAN,N,IND,M,208,118588,83095,82142
1989,ROYAPURAM,D. SUDARASANA NARAYANA (ALIAS) SUDARSAN,N,IND,M,110,118588,83095,82142
1989,ROYAPURAM,P. THAMILARASAN,N,IND,M,109,118588,83095,82142
1989,ROYAPURAM,G. DOMINIC,N,IND,M,105,118588,83095,82142
1989,ROYAPURAM,S. CHINNADURAI,N,IND,M,102,118588,83095,82142
1989,ROYAPURAM,R. SUDARASAN,N,IND,M,100,118588,83095,82142
1989,ROYAPURAM,V. BABU,N,IND,M,86,118588,83095,82142
1989,ROYAPURAM,M. LAMBARAJI,N,IND,M,86,118588,83095,82142
1989,ROYAPURAM,R. MANOHARAJ,N,IND,M,70,118588,83095,82142
1989,ROYAPURAM,S. CHELLAPPAN,N,IND,M,69,118588,83095,82142
1989,ROYAPURAM,A.R. CHELLAPPAN(ALIAS) CHELLAPPA,N,IND,M,61,118588,83095,82142
1989,ROYAPURAM,P.K. APPU,N,IND,M,53,118588,83095,82142
1989,ROYAPURAM,B. ETHIRAJAN,N,IND,M,48,118588,83095,82142
1989,ROYAPURAM,K. SALAPPAN,N,IND,M,43,118588,83095,82142
1989,ROYAPURAM,N. PERISAMY,N,IND,M,40,118588,83095,82142
1989,ROYAPURAM,S. SENATHIPATHI,N,IND,M,35,118588,83095,82142
1989,ROYAPURAM,R. ELILARASU,N,IND,M,34,118588,83095,82142
1989,ROYAPURAM,S. JAYABAL,N,IND,M,34,118588,83095,82142
1989,ROYAPURAM,HASAMUCK,N,IND,M,26,118588,83095,82142
1989,ROYAPURAM,R. VENKATESWARAN,N,IND,M,21,118588,83095,82142
1989,ROYAPURAM,P. VELMURUGAN,N,IND,M,14,118588,83095,82142
1989,HARBOUR,M. KARUNANIDHI,W,DMK,M,41632,106293,70651,69669
1989,HARBOUR,K.A. WAHAB,N,MUL,M,9641,106293,70651,69669
1989,HARBOUR,C.P. PATTABIRA-MAN,N,ADMK,M,8086,106293,70651,69669
1989,HARBOUR,THURAIMUGAM KHAJA MOHIDEEN,N,ADMK,M,7055,106293,70651,69669
1989,HARBOUR,J. MADANAGOPAL RAO,N,BJP,M,1752,106293,70651,69669
1989,HARBOUR,M.S. BALASUBRAMANIAM,N,IND,M,401,106293,70651,69669
1989,HARBOUR,A. SAYED MOHAMED GANI,N,IND,M,225,106293,70651,69669
1989,HARBOUR,KADER ALI,N,IND,M,120,106293,70651,69669
1989,HARBOUR,SRINIVASAN,N,IND,M,104,106293,70651,69669
1989,HARBOUR,RAMACHANDRAN,N,IND,M,65,106293,70651,69669
1989,HARBOUR,RANGANATHAN,N,IND,M,64,106293,70651,69669
1989,HARBOUR,A. SARBUDDIN,N,IND,M,61,106293,70651,69669
1989,HARBOUR,P.K. SUDERSANAM,N,IND,M,53,106293,70651,69669
1989,HARBOUR,B. RAJENDRAN,N,IND,M,47,106293,70651,69669
1989,HARBOUR,A. SAIT MOHAMED,N,IND,M,45,106293,70651,69669
1989,HARBOUR,LINGAM,N,IND,M,41,106293,70651,69669
1989,HARBOUR,A. SADULLAH,N,IND,M,35,106293,70651,69669
1989,HARBOUR,V.T.R. VEERAPPAGUNDER,N,IND,M,34,106293,70651,69669
1989,HARBOUR,M. SUSEELA,N,IND,F,31,106293,70651,69669
1989,HARBOUR,B.M. NAGARATHINAM,N,IND,M,31,106293,70651,69669
1989,HARBOUR,A. JAYARAMAN,N,IND,M,31,106293,70651,69669
1989,HARBOUR,B.G. LAKSHIMIPATHY,N,IND,M,30,106293,70651,69669
1989,HARBOUR,J. JAYANATHAN,N,IND,M,30,106293,70651,69669
1989,HARBOUR,G.R. BALASUDARAM,N,IND,M,28,106293,70651,69669
1989,HARBOUR,A. VASUDEVAN,N,IND,M,15,106293,70651,69669
1989,HARBOUR,T.R. VENKATESAN,N,IND,M,12,106293,70651,69669
1989,DR. RADHAKRISHNANNAGAR,"SARKUNAM, S.P.",W,DMK,F,54216,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"MADHUSUDHANAN, E.",N,ADMK,M,29960,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"RAJASEKARAN, V.",N,IND,M,20731,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,VENUGOPAL,N,INC,M,12863,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"GUNASEKARAN, G.",N,IND,M,354,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"SAIQUATH ALI, A.S.A.",N,IND,M,336,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"MEHBOOB BASHA, A.K.",N,IND,M,328,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"KRISHNAMURTHY, G.",N,IND,M,130,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"MUNUSWAMY, E.",N,IND,M,107,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"BALASUBRAMANI, J.",N,IND,M,95,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"ABDUL BAREED, P.",N,IND,M,81,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"GANESH, M.",N,IND,M,80,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"PERIASAMY, P.",N,IND,M,71,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"SELAVARAJU, K.",N,IND,M,69,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"SORUBAN, S.P.",N,IND,M,68,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"GUNALAN, K.",N,IND,M,52,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"RAJENDRAN, G.",N,IND,M,44,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,"PANDIAN, P.",N,IND,M,44,179625,121401,119660
1989,DR. RADHAKRISHNANNAGAR,AHAMED ANVAR,N,IND,M,31,179625,121401,119660
1989,PARK TOWN,"RAHMANKHAN, A.",W,DMK,M,37083,113205,76521,75296
1989,PARK TOWN,BABUJI GAUTAM,N,ADMK,M,16940,113205,76521,75296
1989,PARK TOWN,VINAYAGAMURTHI S.G.,N, INC,M,15080,113205,76521,75296
1989,PARK TOWN,"KANTILAL, C.",N,BJP,M,3014,113205,76521,75296
1989,PARK TOWN,"GURUSAMY, M. ALIAS DEVAR M.G.",N,IND,M,2001,113205,76521,75296
1989,PARK TOWN,"CHANDRASEKARAN, A.",N,IND,M,223,113205,76521,75296
1989,PARK TOWN,"SAMBANDAM, A.R.",N,ICS(SCS),M,168,113205,76521,75296
1989,PARK TOWN,NANMULL JAIN,N,IND,M,111,113205,76521,75296
1989,PARK TOWN,"MANAK CHAND NAHAR, B.",N,IND,M,105,113205,76521,75296
1989,PARK TOWN,SAMA RAO C.,N,IND,M,102,113205,76521,75296
1989,PARK TOWN,"UMAPATHY, T.",N,IND,M,93,113205,76521,75296
1989,PARK TOWN,BASTHIMAL SURANA,N,IND,M,69,113205,76521,75296
1989,PARK TOWN,"VICTOR, S.",N,IND,M,69,113205,76521,75296
1989,PARK TOWN,"JOSHI, V.D.",N,IND,M,67,113205,76521,75296
1989,PARK TOWN,"BALAKUMARAN, M.K.",N,IND,M,48,113205,76521,75296
1989,PARK TOWN,"KESAVAN, S.",N,IND,M,47,113205,76521,75296
1989,PARK TOWN,"SHENBAGAMURTHY, R.",N,IND,M,31,113205,76521,75296
1989,PARK TOWN,JAGAJOTHI,N,IND,M,26,113205,76521,75296
1989,PARK TOWN,"SAMY, S.M.",N,IND,M,19,113205,76521,75296
1989,PERAMBUR,CHENGAI SIVAM ALIAS SAJAISVAM J.,W,DMK,M,65681,184148,123856,121939
1989,PERAMBUR,"VISWANATHAN, P.",N,INC,M,25691,184148,123856,121939
1989,PERAMBUR,"MAHENATHAN, V.",N,IND,M,15747,184148,123856,121939
1989,PERAMBUR,PANCHALAIM M.,N,ADMK,F,7908,184148,123856,121939
1989,PERAMBUR,"THIRUMALAI, S.",N,IND,M,4238,184148,123856,121939
1989,PERAMBUR,"GANESEKARAN, R.",N,IND,M,1037,184148,123856,121939
1989,PERAMBUR,"PRABANANDHAM, B.",N,IND,M,351,184148,123856,121939
1989,PERAMBUR,"PALANIAPPAN, S.",N,IND,M,241,184148,123856,121939
1989,PERAMBUR,"SREERAMULU, M.",N,IND,M,229,184148,123856,121939
1989,PERAMBUR,"RAMADOSS, P.",N,IND,M,223,184148,123856,121939
1989,PERAMBUR,"MEGANATHAN, S.",N,IND,M,197,184148,123856,121939
1989,PERAMBUR,"VIJAYAKUMAR, C.",N,IND,M,151,184148,123856,121939
1989,PERAMBUR,"GOPAL, V.",N,IND,M,139,184148,123856,121939
1989,PERAMBUR,"KALAVEL, G.",N,IND,M,65,184148,123856,121939
1989,PERAMBUR,"RAMAKRISHNAN, B.",N,IND,M,41,184148,123856,121939
1989,PURASAWALKAM,"VEERASAMY ARCOT, N.",W,DMK,M,68640,204074,139265,137613
1989,PURASAWALKAM,"RANGANATHAN, B.",N,ADMK,M,30376,204074,139265,137613
1989,PURASAWALKAM,"ANBARASU, C.",N,IND,M,29962,204074,139265,137613
1989,PURASAWALKAM,PURASAI KUMARAN,N,BJP,M,5169,204074,139265,137613
1989,PURASAWALKAM,"MEIYAPPAN, R.",N,IND,M,1130,204074,139265,137613
1989,PURASAWALKAM,"MAHENDRAN, K.",N,IND,M,319,204074,139265,137613
1989,PURASAWALKAM,"PARAMESWARAN, N.",N,IND,M,242,204074,139265,137613
1989,PURASAWALKAM,"JAYACHANDRAN, S. ALIAS LENIN",N,IND,M,173,204074,139265,137613
1989,PURASAWALKAM,"DEENANNAICKER, M.",N,IND,M,162,204074,139265,137613
1989,PURASAWALKAM,"RAVIKUMAR, V.",N,IND,M,131,204074,139265,137613
1989,PURASAWALKAM,VADIVELU,N,IND,M,118,204074,139265,137613
1989,PURASAWALKAM,"RAMACHANDRAN, D. ALIAS RAMACHANDRA NAICKER",N,ICJ(BG),M,112,204074,139265,137613
1989,PURASAWALKAM,"ALLA PICHAI, M.",N,IND,M,103,204074,139265,137613
1989,PURASAWALKAM,ALGAPPAN,N,IND,M,100,204074,139265,137613
1989,PURASAWALKAM,"JAYACHANDRAN, P.",N,IND,M,92,204074,139265,137613
1989,PURASAWALKAM,"JANARDHANAM PILLAI, V.",N,IND,M,88,204074,139265,137613
1989,PURASAWALKAM,"SILVARAJ, S.",N,IND,M,86,204074,139265,137613
1989,PURASAWALKAM,"SANKAR, C.",N,IND,M,84,204074,139265,137613
1989,PURASAWALKAM,"ARIVUDAINAB\MBI, N.",N,IND,M,73,204074,139265,137613
1989,PURASAWALKAM,"SIVAKUMAR, R.",N,IND,M,64,204074,139265,137613
1989,PURASAWALKAM,"DHANRAMLINGAM, T.K.",N,IND,M,62,204074,139265,137613
1989,PURASAWALKAM,"SELVARAJ, K.",N,IND,M,54,204074,139265,137613
1989,PURASAWALKAM,"ANNAMALAI, G.",N,IND,M,53,204074,139265,137613
1989,PURASAWALKAM,"JAGANATHAN, V.S.",N,IND,M,50,204074,139265,137613
1989,PURASAWALKAM,LOGANATHAN. T.,N,IND,M,49,204074,139265,137613
1989,PURASAWALKAM,"ANTHONY, I.",N,IND,M,48,204074,139265,137613
1989,PURASAWALKAM,"JAGANATHAN, M.",N,IND,M,30,204074,139265,137613
1989,PURASAWALKAM,SHAMKUMAR,N,IND,M,27,204074,139265,137613
1989,PURASAWALKAM,"CHANDRAKEKARAN, A.",N,IND,M,16,204074,139265,137613
1989,EGMORE,ELAMVAZHUTHI,W,DMK,M,38032,115205,77532,76369
1989,EGMORE,POLUR VARADHAN,N,INC,M,17063,115205,77532,76369
1989,EGMORE,"NEELAKANDAN, V.",N,ADMK,M,16124,115205,77532,76369
1989,EGMORE,SUBRAMANI M. ALIAS MA. SU. MANI,N,ADMK,M,4293,115205,77532,76369
1989,EGMORE,"SAMPATH, S.",N,IND,M,436,115205,77532,76369
1989,EGMORE,"GAJAVALLI, S.",N,IND,F,141,115205,77532,76369
1989,EGMORE,"NATARAJAN, G.",N,IND,M,139,115205,77532,76369
1989,EGMORE,"MUNUSWAMI, N.",N,IND,M,79,115205,77532,76369
1989,EGMORE,"RAJAN, V.K.",N,IND,M,62,115205,77532,76369
1989,ANNA NAGAR,"ANBAZHAGAN, K.",W,DMK,M,71401,223765,144459,142965
1989,ANNA NAGAR,"SUKUMAR BABU, V.",N,ADMK,M,38994,223765,144459,142965
1989,ANNA NAGAR,"LAKSHMANAN, G.",N,INC,M,23083,223765,144459,142965
1989,ANNA NAGAR,"KOTHADARAMAN, V.",N,ADMK,M,7089,223765,144459,142965
1989,ANNA NAGAR,"KOTHANDARAMAN, V.",N,IND,M,617,223765,144459,142965
1989,ANNA NAGAR,ARUMUGAM S.,N,IND,M,217,223765,144459,142965
1989,ANNA NAGAR,"NATESAN, M.",N,IND,M,169,223765,144459,142965
1989,ANNA NAGAR,"RAMAN, V.P.",N,IND,M,130,223765,144459,142965
1989,ANNA NAGAR,"MANI NADAR, A.T.",N,IND,M,128,223765,144459,142965
1989,ANNA NAGAR,"NATARAJAN, M.",N,IND,M,126,223765,144459,142965
1989,ANNA NAGAR,"NAINA, A.M",N,IND,M,105,223765,144459,142965
1989,ANNA NAGAR,"SRIDHAR, N.",N,IND,M,94,223765,144459,142965
1989,ANNA NAGAR,"BABY, V.",N,IND,F,93,223765,144459,142965
