YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
2001,ROYAPURAM,JAYAKUMAR.D,W,ADMK,M,44465,156528,78338,78335
2001,ROYAPURAM,NARGUNAN.K,N,DMK,M,30753,156528,78338,78335
2001,ROYAPURAM,GOPINATHAN.M.M,N,MDMK,M,1772,156528,78338,78335
2001,ROYAPURAM,DHANRAJ.S,N,IND,M,430,156528,78338,78335
2001,ROYAPURAM,SIVAKUMAR.S,N,IND,M,315,156528,78338,78335
2001,ROYAPURAM,PUGAL MURUGAN.B,N,IND,M,287,156528,78338,78335
2001,ROYAPURAM,THEERTHAVALLI.K,N,IND,F,190,156528,78338,78335
2001,ROYAPURAM,NIRMALA.J,N,IND,F,123,156528,78338,78335
2001,HARBOUR,ANBAZHAGAN.K,W,DMK,M,24225,129157,51563,51563
2001,HARBOUR,PANDIAN.D,N,CPI,M,23889,129157,51563,51563
2001,HARBOUR,PANDIAN.E.B,N,MDMK,M,2239,129157,51563,51563
2001,HARBOUR,CHANDRAKUMAR  .D.,N,PB,M,490,129157,51563,51563
2001,HARBOUR,R.T.RATHNAKUMAR,N,IND,M,404,129157,51563,51563
2001,HARBOUR,P.N. SRINIVASALU,N,IND,M,316,129157,51563,51563
2001,DR. RADHAKRISHNAN NAGAR,SEKAR BABU.P.K,W,ADMK,M,74888,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,SARGUNA PANDIAN.S.P,N,DMK,F,47556,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,MANOGARAN.N,N,MDMK,M,3621,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,K.MANIKANDAN,N,IND,M,669,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,R.YOVEL SELVARAJ,N,NCP,M,440,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,S.ELUMALAI,N,IND,M,335,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,P.SELVAM,N,IND,M,334,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,G.HARIKRISHNAN,N,SP,M,182,272666,128175,128175
2001,DR. RADHAKRISHNAN NAGAR,N.ANAND,N,IND,M,150,272666,128175,128175
2001,PARK TOWN,VINAYAKAMURTHI S.G,W,TMC(M),M,33031,140145,64268,64268
2001,PARK TOWN,T.RAJHENDHARR.,N,DMK,M,26654,140145,64268,64268
2001,PARK TOWN,G.NANMARAN,N,MDMK,M,1590,140145,64268,64268
2001,PARK TOWN,E.MURUGAN,N,BSP,M,1220,140145,64268,64268
2001,PARK TOWN,PE.GOVINDASWAMY,N,JD(S),M,728,140145,64268,64268
2001,PARK TOWN,RAJENDHRAN.T.V,N,IND,M,400,140145,64268,64268
2001,PARK TOWN,N.P.DURAI,N,IND,M,165,140145,64268,64268
2001,PARK TOWN,T.A.DAMODARAN,N,IND,M,141,140145,64268,64268
2001,PARK TOWN,T.RAJENDRAN,N,IND,M,138,140145,64268,64268
2001,PARK TOWN,THULASI. R. T.MT,N,SP,F,103,140145,64268,64268
2001,PARK TOWN,D.THANGARAJ,N,IND,M,98,140145,64268,64268
2001,PERAMBUR,MAHENDRAN K.,W,CPM,M,69613,276886,132799,132799
2001,PERAMBUR,CHENGAI SIVAM,N,DMK,M,52390,276886,132799,132799
2001,PERAMBUR,R.NATARAJAN,N,MDMK,M,4055,276886,132799,132799
2001,PERAMBUR,S.RAVI,N,IND,M,2702,276886,132799,132799
2001,PERAMBUR,R.GUNASEKARAN,N,IND,M,1700,276886,132799,132799
2001,PERAMBUR,K.RAMA RAO,N,IND,M,1012,276886,132799,132799
